#Parameters = {Lm=52.3; Lp=29.4; Wf=2; Wm=56.5; Wp=35; h=1.61; tp=0.035; y0=10}
#"Frequency / GHz"	"S1,1 [Magnitude / dB]"
#-----------------------------------------
2.2000000476837	-1.2874862297114
2.2004001140594	-1.2912011181102
2.2007999420166	-1.2950084044576
2.2012000083923	-1.2989073703312
2.2016000747681	-1.3028978080667
2.2019999027252	-1.3069785092712
2.2023999691010	-1.3111489765059
2.2028000354767	-1.3154096786703
2.2032001018524	-1.3197599592146
2.2035999298096	-1.3241971622926
2.2039999961853	-1.3287219961851
2.2044000625610	-1.3333354490769
2.2047998905182	-1.3380342540670
2.2051999568939	-1.3428186219336
2.2056000232697	-1.3476877782379
2.2060000896454	-1.3526412814135
2.2063999176025	-1.3576775310904
2.2067999839783	-1.3627960991963
2.2072000503540	-1.3679967657827
2.2076001167297	-1.3732782485528
2.2079999446869	-1.3786404891731
2.2084000110626	-1.3840811074475
2.2088000774384	-1.3895996795061
2.2091999053955	-1.3951966646023
2.2095999717712	-1.4008683605005
2.2100000381470	-1.4066176782293
2.2104001045227	-1.4124387684608
2.2107999324799	-1.4183358929225
2.2111999988556	-1.4243059047343
2.2116000652313	-1.4303461659861
2.2119998931885	-1.4364577567730
2.2123999595642	-1.4426390274632
2.2128000259399	-1.4488886905137
2.2132000923157	-1.4552061769371
2.2135999202728	-1.4615904741534
2.2139999866486	-1.4680405209615
2.2144000530243	-1.4745562405617
2.2147998809814	-1.4811347087503
2.2151999473572	-1.4877754876995
2.2156000137329	-1.4944782517100
2.2160000801086	-1.5012420665304
2.2163999080658	-1.5080653767804
2.2167999744415	-1.5149468748355
2.2172000408173	-1.5218852594184
2.2176001071930	-1.5288806686214
2.2179999351501	-1.5359325789380
2.2184000015259	-1.5430379567594
2.2188000679016	-1.5501971411106
2.2191998958588	-1.5574089818897
2.2195999622345	-1.5646719510634
2.2200000286102	-1.5719850618356
2.2204000949860	-1.5793475718072
2.2207999229431	-1.5867590227208
2.2211999893188	-1.5942173317750
2.2216000556946	-1.6017224380599
2.2219998836517	-1.6092732519813
2.2223999500275	-1.6168686812699
2.2228000164032	-1.6245075920774
2.2232000827789	-1.6321889694013
2.2235999107361	-1.6399117439524
2.2239999771118	-1.6476758538908
2.2244000434875	-1.6554798499185
2.2248001098633	-1.6633225413645
2.2251999378204	-1.6712040826247
2.2256000041962	-1.6791219880112
2.2260000705719	-1.6870773806439
2.2263998985291	-1.6950674690964
2.2267999649048	-1.7030927866335
2.2272000312805	-1.7111514014250
2.2276000976562	-1.7192448267427
2.2279999256134	-1.7273692535158
2.2283999919891	-1.7355263780898
2.2288000583649	-1.7437144627849
2.2291998863220	-1.7519320815885
2.2295999526978	-1.7601799965576
2.2300000190735	-1.7684564927786
2.2304000854492	-1.7767616014485
2.2307999134064	-1.7850935893112
2.2311999797821	-1.7934529447296
2.2316000461578	-1.8018404659291
2.2320001125336	-1.8102524196325
2.2323999404907	-1.8186902236659
2.2328000068665	-1.8271535701467
2.2332000732422	-1.8356398593725
2.2335999011993	-1.8441508981636
2.2339999675751	-1.8526849748178
2.2344000339508	-1.8612432397046
2.2348001003265	-1.8698226577859
2.2351999282837	-1.8784249367693
2.2355999946594	-1.8870498931251
2.2360000610352	-1.8956966993685
2.2363998889923	-1.9043638356828
2.2367999553680	-1.9130532638783
2.2372000217438	-1.9217628905732
2.2376000881195	-1.9304934842780
2.2379999160767	-1.9392460922014
2.2383999824524	-1.9480157257368
2.2388000488281	-1.9568088204808
2.2392001152039	-1.9656207318817
2.2395999431610	-1.9744541641394
2.2400000095367	-1.9833052489636
2.2404000759125	-1.9921787081330
2.2407999038696	-2.0010717119590
2.2411999702454	-2.0099840634630
2.2416000366211	-2.0189177109102
2.2420001029968	-2.0278709775696
2.2423999309540	-2.0368448894962
2.2427999973297	-2.0458387954481
2.2432000637054	-2.0548546960409
2.2435998916626	-2.0638917073517
2.2439999580383	-2.0729495952414
2.2444000244141	-2.0820293771931
2.2448000907898	-2.0911316355354
2.2451999187469	-2.1002555812197
2.2455999851227	-2.1094028209758
2.2460000514984	-2.1185715239496
2.2464001178741	-2.1277646670468
2.2467999458313	-2.1369833152947
2.2472000122070	-2.1462242533561
2.2476000785828	-2.1554913494205
2.2479999065399	-2.1647828967415
2.2483999729156	-2.1741008882339
2.2488000392914	-2.1834462994464
2.2492001056671	-2.1928178595157
2.2495999336243	-2.2022180557370
2.2500000000000	-2.2116474924234
2.2504000663757	-2.2211057157998
2.2507998943329	-2.2305933637277
2.2511999607086	-2.2401133131424
2.2516000270844	-2.2496637845658
2.2520000934601	-2.2592468464629
2.2523999214172	-2.2688625075565
2.2527999877930	-2.2785137590714
2.2532000541687	-2.2881992388617
2.2535998821259	-2.2979204965615
2.2539999485016	-2.3076795459418
2.2544000148773	-2.3174769334549
2.2548000812531	-2.3273127439601
2.2551999092102	-2.3371875531301
2.2555999755859	-2.3471039215593
2.2560000419617	-2.3570637884104
2.2564001083374	-2.3670658606749
2.2567999362946	-2.3771116207642
2.2572000026703	-2.3872036391176
2.2576000690460	-2.3973419791093
2.2579998970032	-2.4075267750444
2.2583999633789	-2.4177619778336
2.2588000297546	-2.4280477150917
2.2592000961304	-2.4383855582750
2.2595999240875	-2.4487736708675
2.2599999904633	-2.4592175143347
2.2604000568390	-2.4697157637229
2.2607998847961	-2.4802714792880
2.2611999511719	-2.4908847589716
2.2616000175476	-2.5015577209659
2.2620000839233	-2.5122919696997
2.2623999118805	-2.5230876503505
2.2627999782562	-2.5339468750945
2.2632000446320	-2.5448722574541
2.2636001110077	-2.5558624932091
2.2639999389648	-2.5669216821504
2.2644000053406	-2.5780509983531
2.2648000717163	-2.5892506198648
2.2651998996735	-2.6005227309428
2.2655999660492	-2.6118699843365
2.2660000324249	-2.6232916213291
2.2664000988007	-2.6347908302466
2.2667999267578	-2.6463678493185
2.2671999931335	-2.6580263710667
2.2676000595093	-2.6697671702614
2.2679998874664	-2.6815914834770
2.2683999538422	-2.6935005995234
2.2688000202179	-2.7054967884402
2.2692000865936	-2.7175813322382
2.2695999145508	-2.7297560736573
2.2699999809265	-2.7420233038218
2.2704000473022	-2.7543833587879
2.2708001136780	-2.7668401177789
2.2711999416351	-2.7793921793764
2.2716000080109	-2.7920436768491
2.2720000743866	-2.8047957948776
2.2723999023438	-2.8176504137865
2.2727999687195	-2.8306079820513
2.2732000350952	-2.8436716965615
2.2736001014709	-2.8568440736085
2.2739999294281	-2.8701237932945
2.2743999958038	-2.8835159349153
2.2748000621796	-2.8970206793456
2.2751998901367	-2.9106396358879
2.2755999565125	-2.9243761614754
2.2760000228882	-2.9382292062687
2.2764000892639	-2.9522033649584
2.2767999172211	-2.9662983605504
2.2771999835968	-2.9805185717185
2.2776000499725	-2.9948627983459
2.2780001163483	-3.0093351761265
2.2783999443054	-3.0239366123619
2.2788000106812	-3.0386687874016
2.2792000770569	-3.0535327924534
2.2795999050140	-3.0685327667318
2.2799999713898	-3.0836692697991
2.2804000377655	-3.0989438652987
2.2808001041412	-3.1143587527347
2.2811999320984	-3.1299142530181
2.2815999984741	-3.1456155742754
2.2820000648499	-3.1614614249155
2.2823998928070	-3.1774555964144
2.2827999591827	-3.1935992449269
2.2832000255585	-3.2098934379428
2.2836000919342	-3.2263421298803
2.2839999198914	-3.2429440404562
2.2843999862671	-3.2597042916190
2.2848000526428	-3.2766203370248
2.2852001190186	-3.2937001115214
2.2855999469757	-3.3109405088797
2.2860000133514	-3.3283447786455
2.2864000797272	-3.3459162053427
2.2867999076843	-3.3636542274716
2.2871999740601	-3.3815631907887
2.2876000404358	-3.3996436583921
2.2880001068115	-3.4178969904006
2.2883999347687	-3.4363249687338
2.2888000011444	-3.4549294311295
2.2892000675201	-3.4737131158724
2.2895998954773	-3.4926778738732
2.2899999618530	-3.5118248692784
2.2904000282288	-3.5311553892743
2.2908000946045	-3.5506709992503
2.2911999225616	-3.5703759917766
2.2915999889374	-3.5902695188508
2.2920000553131	-3.6103544951473
2.2923998832703	-3.6306328733058
2.2927999496460	-3.6511048648973
2.2932000160217	-3.6717737683092
2.2936000823975	-3.6926403655874
2.2939999103546	-3.7137070010544
2.2943999767303	-3.7349740666462
2.2948000431061	-3.7564463167264
2.2952001094818	-3.7781214718294
2.2955999374390	-3.8000045122622
2.2960000038147	-3.8220944513614
2.2964000701904	-3.8443963563911
2.2967998981476	-3.8669065375934
2.2971999645233	-3.8896316508474
2.2976000308990	-3.9125719171078
2.2980000972748	-3.9357289722441
2.2983999252319	-3.9591007422176
2.2987999916077	-3.9826939247605
2.2992000579834	-4.0065073586376
2.2995998859406	-4.0305435039696
2.2999999523163	-4.0548026717334
2.3004000186920	-4.0792886327160
2.3008000850677	-4.1039995122902
2.3011999130249	-4.1289404895250
2.3015999794006	-4.1541094600871
2.3020000457764	-4.1795098185326
2.3024001121521	-4.2051422178609
2.3027999401093	-4.2310096456043
2.3032000064850	-4.2571107379916
2.3036000728607	-4.2834473789658
2.3039999008179	-4.3100226899800
2.3043999671936	-4.3368370580552
2.3048000335693	-4.3638911451180
2.3052000999451	-4.3911851843586
2.3055999279022	-4.4187229953455
2.3059999942780	-4.4465037415545
2.3064000606537	-4.4745277547060
2.3067998886108	-4.5027981432932
2.3071999549866	-4.5313144033690
2.3076000213623	-4.5600789267344
2.3080000877380	-4.5890921191677
2.3083999156952	-4.6183530805606
2.3087999820709	-4.6478644425926
2.3092000484467	-4.6776266527852
2.3096001148224	-4.7076410624163
2.3099999427795	-4.7379071708001
2.3104000091553	-4.7684259939615
2.3108000755310	-4.7991993646170
2.3111999034882	-4.8302258090870
2.3115999698639	-4.8615076522725
2.3120000362396	-4.8930429570630
2.3124001026154	-4.9248354712713
2.3127999305725	-4.9568829982988
2.3131999969482	-4.9891863479263
2.3136000633240	-5.0217459593479
2.3139998912811	-5.0545629434866
2.3143999576569	-5.0876341654337
2.3148000240326	-5.1209626735481
2.3152000904083	-5.1545471997916
2.3155999183655	-5.1883880730806
2.3159999847412	-5.2224847723945
2.3164000511169	-5.2568377236744
2.3168001174927	-5.2914443998925
2.3171999454498	-5.3263067054827
2.3176000118256	-5.3614227052618
2.3180000782013	-5.3967912557208
2.3183999061584	-5.4324130459925
2.3187999725342	-5.4682870711341
2.3192000389099	-5.5044106569040
2.3196001052856	-5.5407842896816
2.3199999332428	-5.5774060059506
2.3203999996185	-5.6142753568260
2.3208000659943	-5.6513893027868
2.3211998939514	-5.6887475486700
2.3215999603271	-5.7263477305821
2.3220000267029	-5.7641897128172
2.3224000930786	-5.8022690501044
2.3227999210358	-5.8405836462366
2.3231999874115	-5.8791347131005
2.3236000537872	-5.9179159926240
2.3239998817444	-5.9569263236118
2.3243999481201	-5.9961636277357
2.3248000144958	-6.0356243063216
2.3252000808716	-6.0753062342769
2.3255999088287	-6.1152042826188
2.3259999752045	-6.1553166236206
2.3264000415802	-6.1956387527053
2.3268001079559	-6.2361674797554
2.3271999359131	-6.2768994174645
2.3276000022888	-6.3178276368050
2.3280000686646	-6.3589511882436
2.3283998966217	-6.4002635020389
2.3287999629974	-6.4417599488085
2.3292000293732	-6.4834347314408
2.3296000957489	-6.5252836340281
2.3299999237061	-6.5673018941114
2.3303999900818	-6.6094819253238
2.3308000564575	-6.6518177320376
2.3311998844147	-6.6943047805095
2.3315999507904	-6.7369335917313
2.3320000171661	-6.7797003823946
2.3324000835419	-6.8225954434123
2.3327999114990	-6.8656128404354
2.3331999778748	-6.9087440911874
2.3336000442505	-6.9519804541172
2.3340001106262	-6.9953149997251
2.3343999385834	-7.0387380006497
2.3348000049591	-7.0822411133822
2.3352000713348	-7.1258146863484
2.3355998992920	-7.1694488454103
2.3359999656677	-7.2131334101449
2.3364000320435	-7.2568574873598
2.3368000984192	-7.3006112454116
2.3371999263763	-7.3443839801199
2.3375999927521	-7.3881629060698
2.3380000591278	-7.4319360617323
2.3383998870850	-7.4756920540145
2.3387999534607	-7.5194166967176
2.3392000198364	-7.5630990615280
2.3396000862122	-7.6067252287653
2.3399999141693	-7.6502790049751
2.3403999805450	-7.6937493493819
2.3408000469208	-7.7371181638525
2.3412001132965	-7.7803729457590
2.3415999412537	-7.8234984836257
2.3420000076294	-7.8664758773146
2.3424000740051	-7.9092919995751
2.3427999019623	-7.9519291682274
2.3431999683380	-7.9943680508820
2.3436000347137	-8.0365941814855
2.3440001010895	-8.0785887784070
2.3443999290466	-8.1203323323714
2.3447999954224	-8.1618068463740
2.3452000617981	-8.2029922202941
2.3455998897552	-8.2438712646411
2.3459999561310	-8.2844222768822
2.3464000225067	-8.3246253003058
2.3468000888824	-8.3644597110893
2.3471999168396	-8.4039047499491
2.3475999832153	-8.4429399817598
2.3480000495911	-8.4815425399830
2.3484001159668	-8.5196926782491
2.3487999439240	-8.5573664487487
2.3492000102997	-8.5945424835744
2.3496000766754	-8.6311981930162
2.3499999046326	-8.6673102173585
2.3503999710083	-8.7028574413164
2.3508000373840	-8.7378155622146
2.3512001037598	-8.7721629048913
2.3515999317169	-8.8058745295549
2.3519999980927	-8.8389284676160
2.3524000644684	-8.8713019740073
2.3527998924255	-8.9029711581747
2.3531999588013	-8.9339138902909
2.3536000251770	-8.9641055317035
2.3540000915527	-8.9935256687242
2.3543999195099	-9.0221510965429
2.3547999858856	-9.0499584937346
2.3552000522614	-9.0769272034011
2.3556001186371	-9.1030347922366
2.3559999465942	-9.1282605581047
2.3564000129700	-9.1525836688031
2.3568000793457	-9.1759830545091
2.3571999073029	-9.1984380590591
2.3575999736786	-9.2199325380725
2.3580000400543	-9.2404450624113
2.3584001064301	-9.2599580472356
2.3587999343872	-9.2784553832469
2.3592000007629	-9.2959197808824
2.3596000671387	-9.3123345950315
2.3599998950958	-9.3276850776168
2.3603999614716	-9.3419602454692
2.3608000278473	-9.3551419274970
2.3612000942230	-9.3672206713775
2.3615999221802	-9.3781849994391
2.3619999885559	-9.3880247150864
2.3624000549316	-9.3967294736190
2.3627998828888	-9.4042913541198
2.3631999492645	-9.4107046555387
2.3636000156403	-9.4159632033160
2.3640000820160	-9.4200592004133
2.3643999099731	-9.4229927452096
2.3647999763489	-9.4247590012606
2.3652000427246	-9.4253578674103
2.3656001091003	-9.4247868530113
2.3659999370575	-9.4230491289127
2.3664000034332	-9.4201456345786
2.3668000698090	-9.4160807163479
2.3671998977661	-9.4108579221905
2.3675999641418	-9.4044803166923
2.3680000305176	-9.3969587769331
2.3684000968933	-9.3882981395907
2.3687999248505	-9.3785077752048
2.3691999912262	-9.3675974805493
2.3696000576019	-9.3555773753124
2.3699998855591	-9.3424604502985
2.3703999519348	-9.3282596745428
2.3708000183105	-9.3129860007698
2.3712000846863	-9.2966554837542
2.3715999126434	-9.2792849684467
2.3719999790192	-9.2608883403213
2.3724000453949	-9.2414833121426
2.3728001117706	-9.2210868212092
2.3731999397278	-9.1997187376254
2.3736000061035	-9.1773967887972
2.3740000724792	-9.1541387121529
2.3743999004364	-9.1299673864220
2.3747999668121	-9.1049018825178
2.3752000331879	-9.0789627556200
2.3756000995636	-9.0521711685719
2.3759999275208	-9.0245496305280
2.3763999938965	-8.9961193612330
2.3768000602722	-8.9669023941407
2.3771998882294	-8.9369201943058
2.3775999546051	-8.9061978097137
2.3780000209808	-8.8747556551632
2.3784000873566	-8.8426173575173
2.3787999153137	-8.8098052362038
2.3791999816895	-8.7763419452616
2.3796000480652	-8.7422511256126
2.3800001144409	-8.7075548215637
2.3803999423981	-8.6722752543484
2.3808000087738	-8.6364359613129
2.3812000751495	-8.6000582394274
2.3815999031067	-8.5631640709676
2.3819999694824	-8.5257774906162
2.3824000358582	-8.4879186317151
2.3828001022339	-8.4496086562553
2.3831999301910	-8.4108693558111
2.3835999965668	-8.3717212575553
2.3840000629425	-8.3321868650885
2.3843998908997	-8.2922835050467
2.3847999572754	-8.2520328064568
2.3852000236511	-8.2114553768614
2.3856000900269	-8.1705682313344
2.3859999179840	-8.1293919404525
2.3863999843597	-8.0879452899363
2.3868000507355	-8.0462446971894
2.3872001171112	-8.0043090214786
2.3875999450684	-7.9621557560939
2.3880000114441	-7.9198022037671
2.3884000778198	-7.8772638649814
2.3887999057770	-7.8345584905874
2.3891999721527	-7.7917001446186
2.3896000385284	-7.7487057257183
2.3900001049042	-7.7055872903937
2.3903999328613	-7.6623634095422
2.3907999992371	-7.6190453753835
2.3912000656128	-7.5756478374806
2.3915998935699	-7.5321850277092
2.3919999599457	-7.4886683059379
2.3924000263214	-7.4451118204275
2.3928000926971	-7.4015261529469
2.3931999206543	-7.3579234773795
2.3935999870300	-7.3143167503246
2.3940000534058	-7.2707149764788
2.3943998813629	-7.2271297955925
2.3947999477386	-7.1835724999409
2.3952000141144	-7.1400511246255
2.3956000804901	-7.0965768750617
2.3959999084473	-7.0531583603115
2.3963999748230	-7.0098043785939
2.3968000411987	-6.9665246757479
2.3972001075745	-6.9233262882624
2.3975999355316	-6.8802172083020
2.3980000019073	-6.8372068549854
2.3984000682831	-6.7943009234340
2.3987998962402	-6.7515071233288
2.3991999626160	-6.7088335147678
2.3996000289917	-6.6662839145440
2.4000000953674	-6.6238664699495
2.4003999233246	-6.5815890099010
2.4007999897003	-6.5394530768676
2.4012000560760	-6.4974671859554
2.4015998840332	-6.4556368860192
2.4019999504089	-6.4139658852327
2.4024000167847	-6.3724587822749
2.4028000831604	-6.3311221881151
2.4031999111176	-6.2899587221678
2.4035999774933	-6.2489730086732
2.4040000438690	-6.2081705491922
2.4044001102448	-6.1675529770878
2.4047999382019	-6.1271254989615
2.4052000045776	-6.0868905161154
2.4056000709534	-6.0468518640580
