#Parameters = {Lp=29.26; Ls=52.3; PinInsCon=4.1; Pincon=1.2; Pinlength=17.9; Wavelength=2.63; WavelengthsNumber=2.63; Wcon=12.7; Wf=2.63; Wp=37.74; Ws=56.5; conPlaceX=0; conPlaceY=22.37; h=1.61; hcon=1.7; hightSkrue=8; pinHole=2.4; tc=0.035; tykSkrue=6.2; y0=10.21}
#"Frequency / GHz"	"S1,1 [Magnitude / dB]"
#-----------------------------------------
2.2000000476837	-1.3540667311914
2.2004001140594	-1.3551892403159
2.2007999420166	-1.3563752268770
2.2012000083923	-1.3576231257636
2.2016000747681	-1.3589382755976
2.2019999027252	-1.3603178570771
2.2023999691010	-1.3617646404173
2.2028000354767	-1.3632792625165
2.2032001018524	-1.3648632275357
2.2035999298096	-1.3665180513242
2.2039999961853	-1.3682443948887
2.2044000625610	-1.3700420924248
2.2047998905182	-1.3719114002951
2.2051999568939	-1.3738564475423
2.2056000232697	-1.3758749469850
2.2060000896454	-1.3779689112079
2.2063999176025	-1.3801390848268
2.2067999839783	-1.3823857801658
2.2072000503540	-1.3847093307023
2.2076001167297	-1.3871109414038
2.2079999446869	-1.3895909560124
2.2084000110626	-1.3921489354701
2.2088000774384	-1.3947864788616
2.2091999053955	-1.3975040152970
2.2095999717712	-1.4003002354751
2.2100000381470	-1.4031772604609
2.2104001045227	-1.4061346870007
2.2107999324799	-1.4091720803196
2.2111999988556	-1.4122911529981
2.2116000652313	-1.4154903156997
2.2119998931885	-1.4187712558523
2.2123999595642	-1.4221335782201
2.2128000259399	-1.4255774347080
2.2132000923157	-1.4291024274990
2.2135999202728	-1.4327069845385
2.2139999866486	-1.4363945924719
2.2144000530243	-1.4401631855935
2.2147998809814	-1.4440117167921
2.2151999473572	-1.4479419397290
2.2156000137329	-1.4519514839155
2.2160000801086	-1.4560422793529
2.2163999080658	-1.4602139637815
2.2167999744415	-1.4644646772589
2.2172000408173	-1.4687953468260
2.2176001071930	-1.4732062024300
2.2179999351501	-1.4776946660985
2.2184000015259	-1.4822629225851
2.2188000679016	-1.4869095823291
2.2191998958588	-1.4916337016991
2.2195999622345	-1.4964348310859
2.2200000286102	-1.5013122854139
2.2204000949860	-1.5062671384527
2.2207999229431	-1.5112971562960
2.2211999893188	-1.5164023403152
