#Parameters = {Lp=28.7; Ls=53.9; Wavelength=2; WavelengthsNumber=2; Wf=2; Wp=39.6; Ws=60; connectorLine=2.6; feedline=10; h=1.61; tc=0.035; unionLine=60; y0=5}
#"Frequency / GHz"	"S1,1 (2) [Magnitude / dB]"
#---------------------------------------------
2.2839999198914	-5.1339496609188
2.2843999862671	-5.1620843366481
2.2848000526428	-5.1904632376429
2.2852001190186	-5.2190911188405
2.2855999469757	-5.2479680236893
2.2860000133514	-5.2770971692262
2.2864000797272	-5.3064807220105
2.2867999076843	-5.3361189108721
2.2871999740601	-5.3660153317348
2.2876000404358	-5.3961736221559
2.2880001068115	-5.4265925984847
2.2883999347687	-5.4572765388421
2.2888000011444	-5.4882266314940
2.2892000675201	-5.5194463768118
2.2895998954773	-5.5509358344633
2.2899999618530	-5.5827003035552
2.2904000282288	-5.6147391484257
2.2908000946045	-5.6470565730388
2.2911999225616	-5.6796528787042
2.2915999889374	-5.7125339777706
2.2920000553131	-5.7456988770148
2.2923998832703	-5.7791509662528
2.2927999496460	-5.8128941984435
2.2932000160217	-5.8469283917242
2.2936000823975	-5.8812588619323
2.2939999103546	-5.9158858132303
2.2943999767303	-5.9508134753341
2.2948000431061	-5.9860435575198
2.2952001094818	-6.0215780587999
2.2955999374390	-6.0574220507329
2.2960000038147	-6.0935756072495
2.2964000701904	-6.1300447188551
2.2967998981476	-6.1668291943260
2.2971999645233	-6.2039317883940
2.2976000308990	-6.2413578544057
2.2980000972748	-6.2791096575578
2.2983999252319	-6.3171880325506
2.2987999916077	-6.3555987149789
2.2992000579834	-6.3943423505814
2.2995998859406	-6.4334235262604
2.2999999523163	-6.4728459556115
2.3004000186920	-6.5126122178903
2.3008000850677	-6.5527258633602
2.3011999130249	-6.5931883597936
2.3015999794006	-6.6340053486067
2.3020000457764	-6.6751800377688
2.3024001121521	-6.7167156719735
2.3027999401093	-6.7586152855326
2.3032000064850	-6.8008815722073
2.3036000728607	-6.8435210461589
2.3039999008179	-6.8865349007154
2.3043999671936	-6.9299276977675
2.3048000335693	-6.9737034789708
2.3052000999451	-7.0178670365072
2.3055999279022	-7.0624212274744
2.3059999942780	-7.1073704009656
2.3064000606537	-7.1527185048183
2.3067998886108	-7.1984707663920
2.3071999549866	-7.2446298299666
2.3076000213623	-7.2912019751561
2.3080000877380	-7.3381896091484
2.3083999156952	-7.3855989335550
2.3087999820709	-7.4334341896280
2.3092000484467	-7.4817002109155
2.3096001148224	-7.5304010643103
2.3099999427795	-7.5795426765827
2.3104000091553	-7.6291293865753
2.3108000755310	-7.6791665346005
2.3111999034882	-7.7296600520121
2.3115999698639	-7.7806142634166
2.3120000362396	-7.8320340089847
2.3124001026154	-7.8839256644265
2.3127999305725	-7.9362953205332
2.3131999969482	-7.9891492690071
2.3136000633240	-8.0424906450708
2.3139998912811	-8.0963283353711
2.3143999576569	-8.1506657867797
2.3148000240326	-8.2055132977380
2.3152000904083	-8.2608741195864
2.3155999183655	-8.3167549260091
2.3159999847412	-8.3731633388537
2.3164000511169	-8.4301059149544
2.3168001174927	-8.4875889407216
2.3171999454498	-8.5456205244144
2.3176000118256	-8.6042072156109
2.3180000782013	-8.6633572807131
2.3183999061584	-8.7230776165421
2.3187999725342	-8.7833762254433
2.3192000389099	-8.8442613590379
2.3196001052856	-8.9057418976675
2.3199999332428	-8.9678240713553
2.3203999996185	-9.0305183213322
2.3208000659943	-9.0938321895988
2.3211998939514	-9.1577764636727
2.3215999603271	-9.2223577949641
2.3220000267029	-9.2875877312307
2.3224000930786	-9.3534756740443
2.3227999210358	-9.4200299711560
2.3231999874115	-9.4872615037617
2.3236000537872	-9.5551820924293
2.3239998817444	-9.6238007084496
2.3243999481201	-9.6931285542216
2.3248000144958	-9.7631780376344
2.3252000808716	-9.8339583304635
2.3255999088287	-9.9054843041798
2.3259999752045	-9.9777654701256
2.3264000415802	-10.050816271485
2.3268001079559	-10.124647144687
2.3271999359131	-10.199274562198
2.3276000022888	-10.274709676848
2.3280000686646	-10.350966910957
2.3283998966217	-10.428060366462
2.3287999629974	-10.506005390379
2.3292000293732	-10.584815724883
2.3296000957489	-10.664508529544
2.3299999237061	-10.745099404932
2.3303999900818	-10.826605576941
2.3308000564575	-10.909041930120
2.3311998844147	-10.992427647937
2.3315999507904	-11.076781008986
2.3320000171661	-11.162118810412
2.3324000835419	-11.248461831140
2.3327999114990	-11.335829960990
2.3331999778748	-11.424243101620
2.3336000442505	-11.513722862901
2.3340001106262	-11.604289875139
2.3343999385834	-11.695967445175
2.3348000049591	-11.788777661398
2.3352000713348	-11.882746246419
2.3355998992920	-11.977898187089
2.3359999656677	-12.074257675847
2.3364000320435	-12.171851552254
2.3368000984192	-12.270709285026
2.3371999263763	-12.370855137865
2.3375999927521	-12.472323646932
2.3380000591278	-12.575142169185
2.3383998870850	-12.679344332431
2.3387999534607	-12.784961171651
2.3392000198364	-12.892027659310
2.3396000862122	-13.000580471386
2.3399999141693	-13.110654130126
2.3403999805450	-13.222288931179
2.3408000469208	-13.335525075925
2.3412001132965	-13.450402289134
2.3415999412537	-13.566963863680
2.3420000076294	-13.685255760436
2.3424000740051	-13.805324975001
2.3427999019623	-13.927219095581
2.3431999683380	-14.050990577069
2.3436000347137	-14.176691587206
2.3440001010895	-14.304379065078
2.3443999290466	-14.434108567740
2.3447999954224	-14.565942796544
2.3452000617981	-14.699945670469
2.3455998897552	-14.836182533548
2.3459999561310	-14.974725339983
2.3464000225067	-15.115643552501
2.3468000888824	-15.259018501443
2.3471999168396	-15.404928090532
2.3475999832153	-15.553458376777
2.3480000495911	-15.704699285165
2.3484001159668	-15.858745275260
2.3487999439240	-16.015693328985
2.3492000102997	-16.175649994361
2.3496000766754	-16.338726537195
2.3499999046326	-16.505037988671
2.3503999710083	-16.674711659844
2.3508000373840	-16.847874768459
2.3512001037598	-17.024671107868
2.3515999317169	-17.205244849083
2.3519999980927	-17.389756123675
2.3524000644684	-17.578370663596
2.3527998924255	-17.771266472818
2.3531999588013	-17.968637575323
2.3536000251770	-18.170683584745
2.3540000915527	-18.377627438579
2.3543999195099	-18.589698460222
2.3547999858856	-18.807152975008
2.3552000522614	-19.030258354287
2.3556001186371	-19.259307963135
2.3559999465942	-19.494614876592
2.3564000129700	-19.736521588166
2.3568000793457	-19.985398268166
2.3571999073029	-20.241647778515
2.3575999736786	-20.505705826833
2.3580000400543	-20.778050818255
2.3584001064301	-21.059208885833
2.3587999343872	-21.349750774947
2.3592000007629	-21.650312302519
2.3596000671387	-21.961588251497
2.3599998950958	-22.284359707770
2.3603999614716	-22.619479139093
2.3608000278473	-22.967914731629
2.3612000942230	-23.330737457240
2.3615999221802	-23.709160800327
2.3619999885559	-24.104551738534
2.3624000549316	-24.518463136686
2.3627998828888	-24.952671158221
2.3631999492645	-25.409209842667
2.3636000156403	-25.890428689683
2.3640000820160	-26.399061738987
2.3643999099731	-26.938295843675
2.3647999763489	-27.511903030845
2.3652000427246	-28.124340997061
2.3656001091003	-28.780963913123
2.3659999370575	-29.488198635765
2.3664000034332	-30.253864074389
2.3668000698090	-31.087485443077
2.3671998977661	-32.000695108546
2.3675999641418	-33.007565185338
2.3680000305176	-34.124604224535
2.3684000968933	-35.369482177271
2.3687999248505	-36.755854554975
2.3691999912262	-38.276678450338
2.3696000576019	-39.857111940090
2.3699998855591	-41.252195324964
2.3703999519348	-41.972102024752
2.3708000183105	-41.613510458479
2.3712000846863	-40.394305910521
2.3715999126434	-38.842960397805
2.3719999790192	-37.291891928715
2.3724000453949	-35.860751576355
2.3728001117706	-34.572492822529
2.3731999397278	-33.417797180794
2.3736000061035	-32.379440793900
2.3740000724792	-31.440249128839
2.3743999004364	-30.585263931152
2.3747999668121	-29.802040864550
2.3752000331879	-29.080356441453
2.3756000995636	-28.411847642149
2.3759999275208	-27.789628162999
2.3763999938965	-27.208000465273
2.3768000602722	-26.662211397759
2.3771998882294	-26.148274725512
2.3775999546051	-25.662807259383
2.3780000209808	-25.202930027344
2.3784000873566	-24.766165684157
2.3787999153137	-24.350379509860
2.3791999816895	-23.953708784568
2.3796000480652	-23.574531198354
2.3800001144409	-23.211411781312
2.3803999423981	-22.863090617673
2.3808000087738	-22.528447657317
2.3812000751495	-22.206485691443
2.3815999031067	-21.896306109984
2.3819999694824	-21.597107460828
2.3824000358582	-21.308170691383
2.3828001022339	-21.028835023679
2.3831999301910	-20.758509058300
2.3835999965668	-20.496652187839
2.3840000629425	-20.242773602024
2.3843998908997	-19.996415748319
2.3847999572754	-19.757170971261
2.3852000236511	-19.524652549793
2.3856000900269	-19.298516360565
2.3859999179840	-19.078436603971
2.3863999843597	-18.864112627167
2.3868000507355	-18.655265494416
2.3872001171112	-18.451640900491
2.3875999450684	-18.252995452025
2.3880000114441	-18.059107472743
2.3884000778198	-17.869767448471
2.3887999057770	-17.684781320465
2.3891999721527	-17.503963264256
2.3896000385284	-17.327147464793
2.3900001049042	-17.154166802124
2.3903999328613	-16.984875405225
2.3907999992371	-16.819129905121
2.3912000656128	-16.656795377487
2.3915998935699	-16.497743756612
2.3919999599457	-16.341858115447
2.3924000263214	-16.189026565608
2.3928000926971	-16.039139822318
2.3931999206543	-15.892097161544
2.3935999870300	-15.747802504200
2.3940000534058	-15.606165853756
2.3943998813629	-15.467100057628
2.3947999477386	-15.330523112926
2.3952000141144	-15.196357857680
2.3956000804901	-15.064527735710
2.3959999084473	-14.934963140120
2.3963999748230	-14.807595756627
2.3968000411987	-14.682362341098
2.3972001075745	-14.559196851312
2.3975999355316	-14.438044294172
2.3980000019073	-14.318847461490
2.3984000682831	-14.201553361875
2.3987998962402	-14.086106743264
2.3991999626160	-13.972460793781
2.3996000289917	-13.860565811051
2.4000000953674	-13.750382503287
2.4003999233246	-13.641857839719
2.4007999897003	-13.534954803808
2.4012000560760	-13.429633778361
2.4015998840332	-13.325852310993
2.4019999504089	-13.223578178451
2.4024000167847	-13.122769291847
2.4028000831604	-13.023395147741
2.4031999111176	-12.925420117936
2.4035999774933	-12.828815650296
2.4040000438690	-12.733546836331
2.4044001102448	-12.639584174393
2.4047999382019	-12.546899185359
2.4052000045776	-12.455465216322
2.4056000709534	-12.365253957014
2.4059998989105	-12.276237394566
2.4063999652863	-12.188395711141
2.4068000316620	-12.101699209686
2.4072000980377	-12.016128578157
2.4075999259949	-11.931657153904
2.4079999923706	-11.848265589214
2.4084000587463	-11.765929576047
2.4087998867035	-11.684632349600
2.4091999530792	-11.604349026643
2.4096000194550	-11.525064186819
2.4100000858307	-11.446756648111
2.4103999137878	-11.369409558392
2.4107999801636	-11.293003960607
2.4112000465393	-11.217523014652
2.4116001129150	-11.142948697155
2.4119999408722	-11.069266292296
2.4124000072479	-10.996458929797
2.4128000736237	-10.924512231664
2.4131999015808	-10.853408389763
2.4135999679565	-10.783137064719
2.4140000343323	-10.713680283315
2.4144001007080	-10.645025726895
2.4147999286652	-10.577158983286
2.4151999950409	-10.510069707790
2.4156000614166	-10.443741093425
2.4159998893738	-10.378165588199
2.4163999557495	-10.313326917334
2.4168000221252	-10.249213929130
2.4172000885010	-10.185814721041
2.4175999164581	-10.123121384663
2.4179999828339	-10.061119595148
2.4184000492096	-9.9997994602525
2.4188001155853	-9.9391513932037
2.4191999435425	-9.8791635684732
2.4196000099182	-9.8198280639729
2.4200000762939	-9.7611323715125
2.4203999042511	-9.7030687080289
2.4207999706268	-9.6456283426100
2.4212000370026	-9.5888010448943
2.4216001033783	-9.5325785851535
2.4219999313354	-9.4769517776806
2.4223999977112	-9.4219131565437
2.4228000640869	-9.3674528243508
2.4231998920441	-9.3135643129413
2.4235999584198	-9.2602361644280
2.4240000247955	-9.2074659090007
2.4244000911713	-9.1552427906326
2.4247999191284	-9.1035574738365
2.4251999855042	-9.0524074863994
2.4256000518799	-9.0017820518069
2.4260001182556	-8.9516742993565
2.4263999462128	-8.9020798725891
2.4268000125885	-8.8529893366111
2.4272000789642	-8.8043950707003
2.4275999069214	-8.7562938034697
2.4279999732971	-8.7086780393715
2.4284000396729	-8.6615422484759
2.4288001060486	-8.6148788885698
2.4291999340057	-8.5686817634749
2.4296000003815	-8.5229464585186
2.4300000667572	-8.4776654185040
2.4303998947144	-8.4328333268524
2.4307999610901	-8.3884470176506
2.4312000274658	-8.3444969909556
2.4316000938416	-8.3009804778429
2.4319999217987	-8.2578924785318
2.4323999881744	-8.2152261087667
2.4328000545502	-8.1729774168684
2.4331998825073	-8.1311403678195
2.4335999488831	-8.0897131614273
2.4340000152588	-8.0486853636072
2.4344000816345	-8.0080567689886
2.4347999095917	-7.9678207668266
2.4351999759674	-7.9279741677489
2.4356000423431	-7.8885097099582
2.4360001087189	-7.8494241787972
2.4363999366760	-7.8107147917373
2.4368000030518	-7.7723748319455
2.4372000694275	-7.7344020073469
2.4375998973846	-7.6967907848655
2.4379999637604	-7.6595363087425
2.4384000301361	-7.6226367292881
2.4388000965118	-7.5860875744362
2.4391999244690	-7.5498825602305
2.4395999908447	-7.5140214190145
2.4400000572205	-7.4784964340640
2.4403998851776	-7.4433060433029
2.4407999515533	-7.4084461657917
2.4412000179291	-7.3739123747401
2.4416000843048	-7.3397033221345
2.4419999122620	-7.3058131879203
2.4423999786377	-7.2722368046620
2.4428000450134	-7.2389762124027
2.4432001113892	-7.2060213852749
2.4435999393463	-7.1733732753835
2.4440000057220	-7.1410284930213
2.4444000720978	-7.1089818406930
2.4447999000549	-7.0772309731135
2.4451999664307	-7.0457738064920
2.4456000328064	-7.0146033138507
2.4460000991821	-6.9837214309621
2.4463999271393	-6.9531216514565
2.4467999935150	-6.9228003679019
2.4472000598907	-6.8927575547748
2.4475998878479	-6.8629876721519
2.4479999542236	-6.8334904233425
2.4484000205994	-6.8042591376712
2.4488000869751	-6.7752924583222
2.4491999149323	-6.7465909875297
2.4495999813080	-6.7181480237976
2.4500000476837	-6.6899598671601
2.4504001140594	-6.6620274828406
2.4507999420166	-6.6343457548521
2.4512000083923	-6.6069109902776
2.4516000747681	-6.5797245167248
2.4519999027252	-6.5527803013582
2.4523999691010	-6.5260752651901
2.4528000354767	-6.4996106340566
2.4532001018524	-6.4733810961588
2.4535999298096	-6.4473835219806
2.4539999961853	-6.4216192989320
2.4544000625610	-6.3960784958972
2.4547998905182	-6.3707679002268
2.4551999568939	-6.3456776819979
2.4556000232697	-6.3208094172130
2.4560000896454	-6.2961584168384
2.4563999176025	-6.2717230300324
2.4567999839783	-6.2475039637288
2.4572000503540	-6.2234942924632
2.4576001167297	-6.1996959456817
2.4579999446869	-6.1761014408819
2.4584000110626	-6.1527142756862
2.4588000774384	-6.1295300308211
2.4591999053955	-6.1065440714492
2.4595999717712	-6.0837588151668
2.4600000381470	-6.0611674936130
2.4604001045227	-6.0387725697709
2.4607999324799	-6.0165673946020
2.4611999988556	-5.9945538254628
2.4616000652313	-5.9727265968930
2.4619998931885	-5.9510873428344
2.4623999595642	-5.9296300171547
2.4628000259399	-5.9083539835547
2.4632000923157	-5.8872595684558
2.4635999202728	-5.8663426013282
2.4639999866486	-5.8456022412679
2.4644000530243	-5.8250351026238
2.4647998809814	-5.8046394631614
2.4651999473572	-5.7844169736361
2.4656000137329	-5.7643589795891
2.4660000801086	-5.7444719879797
2.4663999080658	-5.7247467912105
2.4667999744415	-5.7051845685466
2.4672000408173	-5.6857864140431
2.4676001071930	-5.6665439844162
2.4679999351501	-5.6474611871195
2.4684000015259	-5.6285342128037
2.4688000679016	-5.6097627031368
2.4691998958588	-5.5911438658370
2.4695999622345	-5.5726749112940
2.4700000286102	-5.5543532269720
2.4704000949860	-5.5361809808352
2.4707999229431	-5.5181535972700
2.4711999893188	-5.5002713159945
2.4716000556946	-5.4825325314548
2.4719998836517	-5.4649358958920
2.4723999500275	-5.4474775511246
2.4728000164032	-5.4301554370097
2.4732000827789	-5.4129726157414
2.4735999107361	-5.3959224680322
2.4739999771118	-5.3790068867502
2.4744000434875	-5.3622213098381
2.4748001098633	-5.3455676560975
2.4751999378204	-5.3290440080379
2.4756000041962	-5.3126457458912
2.4760000705719	-5.2963761167788
2.4763998985291	-5.2802294621847
2.4767999649048	-5.2642057463722
2.4772000312805	-5.2483050845803
2.4776000976562	-5.2325237058378
2.4779999256134	-5.2168606409564
2.4783999919891	-5.2013181365791
2.4788000583649	-5.1858887336296
2.4791998863220	-5.1705749307043
2.4795999526978	-5.1553767251769
2.4800000190735	-5.1402894895832
2.4804000854492	-5.1253151381033
2.4807999134064	-5.1104507459133
2.4811999797821	-5.0956921826083
2.4816000461578	-5.0810433480977
2.4820001125336	-5.0664998043179
2.4823999404907	-5.0520608556333
2.4828000068665	-5.0377272387409
2.4832000732422	-5.0234947570025
2.4835999011993	-5.0093624635001
2.4839999675751	-4.9953324945647
2.4844000339508	-4.9814014611084
2.4848001003265	-4.9675679681464
2.4851999282837	-4.9538310814054
2.4855999946594	-4.9401906346996
2.4860000610352	-4.9266427726552
2.4863998889923	-4.9131904868531
2.4867999553680	-4.8998301394963
2.4872000217438	-4.8865612612280
2.4876000881195	-4.8733831002103
2.4879999160767	-4.8602928518239
2.4883999824524	-4.8472912690969
2.4888000488281	-4.8343781459371
2.4892001152039	-4.8215511893823
2.4895999431610	-4.8088090594015
2.4900000095367	-4.7961507379611
2.4904000759125	-4.7835763500160
2.4907999038696	-4.7710850369210
2.4911999702454	-4.7586748327084
2.4916000366211	-4.7463457237735
2.4920001029968	-4.7340943872594
2.4923999309540	-4.7219251003279
2.4927999973297	-4.7098312367422
2.4932000637054	-4.6978160563270
2.4935998916626	-4.6858770267621
2.4939999580383	-4.6740142472854
2.4944000244141	-4.6622249525107
2.4948000907898	-4.6505083354810
2.4951999187469	-4.6388658762334
2.4955999851227	-4.6272968670666
2.4960000514984	-4.6157981073352
2.4964001178741	-4.6043699941507
2.4967999458313	-4.5930117168111
2.4972000122070	-4.5817228456626
2.4976000785828	-4.5705030293493
2.4979999065399	-4.5593508964759
2.4983999729156	-4.5482655210001
2.4988000392914	-4.5372467033826
2.4992001056671	-4.5262941599349
2.4995999336243	-4.5154076461817
2.5000000000000	-4.5045845320073
2.5004000663757	-4.4938245945981
2.5007998943329	-4.4831285439542
2.5011999607086	-4.4724962984016
2.5016000270844	-4.4619253093669
2.5020000934601	-4.4514147810294
2.5023999214172	-4.4409670685610
2.5027999877930	-4.4305762435008
2.5032000541687	-4.4202487876263
2.5035998821259	-4.4099795386820
2.5039999485016	-4.3997691107325
2.5044000148773	-4.3896160617513
2.5048000812531	-4.3795223143831
2.5051999092102	-4.3694848004630
2.5055999755859	-4.3595041841896
2.5060000419617	-4.3495796633149
2.5064001083374	-4.3397098032362
2.5067999362946	-4.3298975591480
2.5072000026703	-4.3201412765746
2.5076000690460	-4.3104354591126
2.5079998970032	-4.3007860614999
2.5083999633789	-4.2911920358010
2.5088000297546	-4.2816493533940
2.5092000961304	-4.2721596576903
2.5095999240875	-4.2627253827308
2.5099999904633	-4.2533406591390
2.5104000568390	-4.2440091684457
2.5107998847961	-4.2347277681600
2.5111999511719	-4.2254984178880
2.5116000175476	-4.2163223562714
2.5120000839233	-4.2071945523931
2.5123999118805	-4.1981171050634
2.5127999782562	-4.1890901261365
2.5132000446320	-4.1801151471755
2.5136001110077	-4.1711879780112
2.5139999389648	-4.1623112145137
2.5144000053406	-4.1534833347965
2.5148000717163	-4.1447037361725
2.5151998996735	-4.1359733838767
2.5155999660492	-4.1272913884393
2.5160000324249	-4.1186586626255
2.5164000988007	-4.1100745208691
2.5167999267578	-4.1015367277645
2.5171999931335	-4.0930480296817
2.5176000595093	-4.0846068399998
2.5179998874664	-4.0762130068243
2.5183999538422	-4.0678672004474
2.5188000202179	-4.0595685133918
2.5192000865936	-4.0513172100328
2.5195999145508	-4.0431115492967
2.5199999809265	-4.0349556130912
2.5204000473022	-4.0268458299591
2.5208001136780	-4.0187817975023
2.5211999416351	-4.0107639759772
2.5216000080109	-4.0027947131169
2.5220000743866	-3.9948713899920
2.5223999023438	-3.9869958567216
2.5227999687195	-3.9791647976642
2.5232000350952	-3.9713809275187
2.5236001014709	-3.9636455803603
