#Parameters = {Lp=28.7; Ls=53.9; Wavelength=2; WavelengthsNumber=2; Wf=2; Wp=39.6; Ws=60; connectorLine=2.6; feedline=10; h=1.61; tc=0.035; unionLine=60; y0=5}
#"Frequency / GHz"	"S1,1 (2) [Magnitude / dB]"
#---------------------------------------------
2.5239999294281	-3.9559549836677
2.5243999958038	-3.9483104755443
2.5248000621796	-3.9407132735608
2.5251998901367	-3.9331637220177
2.5255999565125	-3.9256592680808
2.5260000228882	-3.9182014601305
2.5264000892639	-3.9107900785500
2.5267999172211	-3.9034256147525
2.5271999835968	-3.8961087071735
2.5276000499725	-3.8888378579692
2.5280001163483	-3.8816134300585
2.5283999443054	-3.8744377298893
2.5288000106812	-3.8673065942660
2.5292000770569	-3.8602226109125
2.5295999050140	-3.8531875090420
2.5299999713898	-3.8461984965762
2.5304000377655	-3.8392569385440
2.5308001041412	-3.8323632215032
2.5311999320984	-3.8255165875162
2.5315999984741	-3.8187176415685
2.5320000648499	-3.8119653586336
2.5323998928070	-3.8052623451932
2.5327999591827	-3.7986060282403
2.5332000255585	-3.7919979966242
2.5336000919342	-3.7854373253539
2.5339999198914	-3.7789260429922
2.5343999862671	-3.7724635122792
2.5348000526428	-3.7660479386782
2.5352001190186	-3.7596821485531
2.5355999469757	-3.7533665210686
2.5360000133514	-3.7470972693137
2.5364000797272	-3.7408781347726
2.5367999076843	-3.7347079884993
2.5371999740601	-3.7285879416623
2.5376000404358	-3.7225174923663
2.5380001068115	-3.7164957222384
2.5383999347687	-3.7105251899099
2.5388000011444	-3.7046032121992
2.5392000675201	-3.6987325647259
2.5395998954773	-3.6929113140161
2.5399999618530	-3.6871422157036
2.5404000282288	-3.6814225677050
2.5408000946045	-3.6757542509897
2.5411999225616	-3.6701366621294
2.5415999889374	-3.6645708464387
2.5420000553131	-3.6590553775675
2.5423998832703	-3.6535925584441
2.5427999496460	-3.6481806448582
2.5432000160217	-3.6428214047795
2.5436000823975	-3.6375142404088
2.5439999103546	-3.6322584183381
2.5443999767303	-3.6270568893908
2.5448000431061	-3.6219072913691
2.5452001094818	-3.6168084635657
2.5455999374390	-3.6117637519334
2.5460000038147	-3.6067723139995
2.5464000701904	-3.6018337269783
2.5467998981476	-3.5969499335149
2.5471999645233	-3.5921183423086
2.5476000308990	-3.5873410608659
2.5480000972748	-3.5826170152993
2.5483999252319	-3.5779482990823
2.5487999916077	-3.5733316671119
2.5492000579834	-3.5687710258755
2.5495998859406	-3.5642642293785
2.5499999523163	-3.5598121203011
2.5504000186920	-3.5554146297010
2.5508000850677	-3.5510722410010
2.5511999130249	-3.5467847086074
2.5515999794006	-3.5425529082955
2.5520000457764	-3.5383762003853
2.5524001121521	-3.5342539822973
2.5527999401093	-3.5301871541429
2.5532000064850	-3.5261777913354
2.5536000728607	-3.5222226508910
2.5539999008179	-3.5183223342220
2.5543999671936	-3.5144800314203
2.5548000335693	-3.5106922722407
2.5552000999451	-3.5069624025057
2.5555999279022	-3.5032865248733
2.5559999942780	-3.4996672396588
2.5564000606537	-3.4961041940567
2.5567998886108	-3.4925986162555
2.5571999549866	-3.4891471462398
2.5576000213623	-3.4857546302757
2.5580000877380	-3.4824174549869
2.5583999156952	-3.4791356089970
2.5587999820709	-3.4759121320840
2.5592000484467	-3.4727449436775
2.5596001148224	-3.4696343170221
2.5599999427795	-3.4665791612818
2.5604000091553	-3.4635807717362
2.5608000755310	-3.4606393671524
2.5611999034882	-3.4577545288650
2.5615999698639	-3.4549247494165
2.5620000362396	-3.4521530656895
2.5624001026154	-3.4494370016839
2.5627999305725	-3.4467772786623
2.5631999969482	-3.4441738857156
2.5636000633240	-3.4416260135827
2.5639998912811	-3.4391350589221
2.5643999576569	-3.4366995644139
2.5648000240326	-3.4343210130334
2.5652000904083	-3.4319970557814
2.5655999183655	-3.4297292630700
2.5659999847412	-3.4275168612397
2.5664000511169	-3.4253591127393
2.5668001174927	-3.4232575749628
2.5671999454498	-3.4212107549404
2.5676000118256	-3.4192187197427
2.5680000782013	-3.4172814751940
2.5683999061584	-3.4153976294714
2.5687999725342	-3.4135686741102
2.5692000389099	-3.4117949148024
2.5696001052856	-3.4100739461846
2.5699999332428	-3.4084068660184
2.5703999996185	-3.4067918659836
2.5708000659943	-3.4052303417734
2.5711998939514	-3.4037220104859
2.5715999603271	-3.4022665275004
2.5720000267029	-3.4008625168499
2.5724000930786	-3.3995107133701
2.5727999210358	-3.3982106916552
2.5731999874115	-3.3969608578385
2.5736000537872	-3.3957618197687
2.5739998817444	-3.3946143088046
2.5743999481201	-3.3935154441661
2.5748000144958	-3.3924671937869
2.5752000808716	-3.3914674830853
2.5755999088287	-3.3905170309070
2.5759999752045	-3.3896147663935
2.5764000415802	-3.3887609491904
2.5768001079559	-3.3879542565978
2.5771999359131	-3.3871937369910
2.5776000022888	-3.3864808448335
2.5780000686646	-3.3858135370220
2.5783998966217	-3.3851916302768
2.5787999629974	-3.3846138757377
2.5792000293732	-3.3840813645290
2.5796000957489	-3.3835916270833
2.5799999237061	-3.3831465501538
2.5803999900818	-3.3827444615019
2.5808000564575	-3.3823830587225
2.5811998844147	-3.3820632828760
2.5815999507904	-3.3817833595873
2.5820000171661	-3.3815457152133
2.5824000835419	-3.3813461682318
2.5827999114990	-3.3811863111611
2.5831999778748	-3.3810644639895
2.5836000442505	-3.3809789379150
2.5840001106262	-3.3809292830231
2.5843999385834	-3.3809171547384
2.5848000049591	-3.3809405636759
2.5852000713348	-3.3809973681311
2.5855998992920	-3.3810881179453
2.5859999656677	-3.3812104536967
2.5864000320435	-3.3813665295875
2.5868000984192	-3.3815530283245
2.5871999263763	-3.3817699850899
2.5875999927521	-3.3820162421257
2.5880000591278	-3.3822901914804
2.5883998870850	-3.3825934787825
2.5887999534607	-3.3829219715720
2.5892000198364	-3.3832781484834
2.5896000862122	-3.3836580438951
2.5899999141693	-3.3840620115980
2.5903999805450	-3.3844894884189
2.5908000469208	-3.3849386780222
2.5912001132965	-3.3854092138009
2.5915999412537	-3.3858984623206
2.5920000076294	-3.3864082407653
2.5924000740051	-3.3869366962068
2.5927999019623	-3.3874803864807
2.5931999683380	-3.3880404361669
2.5936000347137	-3.3886150024009
2.5940001010895	-3.3892044172053
2.5943999290466	-3.3898060046778
2.5947999954224	-3.3904193810894
2.5952000617981	-3.3910426878978
2.5955998897552	-3.3916763541240
2.5959999561310	-3.3923175074672
2.5964000225067	-3.3929651777339
2.5968000888824	-3.3936195518578
2.5971999168396	-3.3942781748076
2.5975999832153	-3.3949397637413
2.5980000495911	-3.3956049926219
2.5984001159668	-3.3962700693916
2.5987999439240	-3.3969353859936
2.5992000102997	-3.3975989367663
2.5996000766754	-3.3982607457378
2.5999999046326	-3.3989180573119
