#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery
#Serial Number: SN:210244626787
#Date Time: 2025-11-05 14:42:14.751
#Sample rate: 1e+08Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 2 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 5 V/div Offset: 0 V Sample Mode: Average
#Channel 2: Range: 5 V/div Offset: 0 V Sample Mode: Average

Time (s),Channel 1 (V),Channel 2 (V)
-4.095372549019608e-05,0.03580045685141686,0.6800455528381192
-4.094372549019608e-05,0.03580045685141686,0.669577106387641
-4.093372549019608e-05,0.02872236215799359,0.6660876242374816
-4.092372549019608e-05,0.007488078077772058,0.6660876242374816
-4.091372549019608e-05,0.04641759889153727,0.6556191777870034
-4.090372549019608e-05,0.01456617277117602,0.6905139992885974
-4.089372549019608e-05,0.01456617277117602,0.6591086599371628
-4.088372549019608e-05,0.01456617277117602,0.6486402134866894
-4.087372549019608e-05,0.03933950419812366,0.6730665885378004
-4.086372549019608e-05,0.01456617277117602,0.6905139992885974
-4.085372549019608e-05,0.03226140950471005,0.6591086599371628
-4.084372549019608e-05,0.02518331481129965,0.6660876242374816
-4.083372549019608e-05,0.03226140950471005,0.6660876242374816
-4.082372549019608e-05,0.04641759889153727,0.6765560706879598
-4.081372549019608e-05,0.03226140950471005,0.6451507313365252
-4.080372549019608e-05,0.03580045685141525,0.6486402134866879
-4.079372549019608e-05,0.03226140950471166,0.6556191777870002
-4.078372549019608e-05,0.02872236215800324,0.669577106387641
-4.077372549019608e-05,0.03933950419812366,0.6870245171384379
-4.076372549019608e-05,0.01810522011790053,0.6591086599371628
-4.075372549019608e-05,0.05703474093163999,0.6591086599371628
-4.074372549019608e-05,0.04287855154483047,0.669577106387641
-4.073372549019608e-05,0.03580045685141686,0.6765560706879598
-4.072372549019608e-05,0.04287855154483047,0.669577106387641
-4.071372549019608e-05,0.03226140950471488,0.6730665885377989
-4.070372549019608e-05,0.007488078077762405,0.669577106387641
-4.069372549019608e-05,0.03580045685141686,0.6730665885378004
-4.068372549019608e-05,0.01810522011788282,0.669577106387641
-4.067372549019608e-05,0.02164426746459124,0.6695771063876395
-4.066372549019608e-05,0.02518331481129643,0.6660876242374816
-4.065372549019608e-05,0.02518331481129643,0.6800455528381192
-4.064372549019608e-05,0.02872236215800324,0.6625981420873223
-4.063372549019608e-05,0.03933950419812688,0.6835350349882754
-4.062372549019608e-05,0.04641759889153405,0.676556070687963
-4.061372549019608e-05,0.02872236215800324,0.6591086599371628
-4.060372549019608e-05,0.03580045685141686,0.6591086599371628
-4.059372549019608e-05,0.02164426746459446,0.6695771063876331
-4.058372549019608e-05,0.03226140950470522,0.652129695636852
-4.057372549019608e-05,0.02518331481129643,0.6730665885378004
-4.056372549019608e-05,0.04287855154483047,0.6625981420873223
-4.055372549019608e-05,0.02518331481129643,0.6940034814387568
-4.054372549019608e-05,0.03580045685141203,0.6660876242374942
-4.053372549019608e-05,0.03933950419812366,0.6765560706879598
-4.052372549019608e-05,0.03226140950471005,0.6800455528381192
-4.051372549019608e-05,0.02872236215800324,0.669577106387641
