Time (s)	Channel 1 (V)
-0.0940326875216972	5.064328758371187
-0.09402120752169721	5.060789711024482
-0.0940097275216972	5.064328758371187
-0.09399824752169719	5.06786780571789
-0.09398676752169721	5.0643287583711905
-0.0939752875216972	5.071406853064601
-0.0939638075216972	5.06786780571789
-0.0939523275216972	5.06078971102448
-0.09394084752169721	5.06078971102448
-0.0939293675216972	5.060789711024482
-0.0939178875216972	5.064328758371185
-0.09390640752169721	5.06786780571789
-0.0938949275216972	5.057250663677774
-0.0938834475216972	5.064328758371189
-0.0938719675216972	5.067867805717894
-0.0938604875216972	5.074945900411304
-0.0938490075216972	5.078484947758002
-0.0938375275216972	5.053711616331067
-0.09382604752169721	5.0643287583711825
-0.0938145675216972	5.074945900411308
-0.09380308752169719	5.050172568984354
-0.09379160752169721	5.043094474290952
-0.0937801275216972	5.071406853064601
-0.0937686475216972	5.028938284904117
-0.0937571675216972	5.025399237557412
-0.09374568752169721	5.018321142864002
-0.0937342075216972	5.057250663677761
-0.0937227275216972	5.0289382849041315
-0.09371124752169721	5.067867805717858
-0.0936997675216972	5.004164953477171
-0.0936882875216972	5.03247733225082
-0.0936768075216972	5.018321142863998
-0.0936653275216972	5.025399237557409
-0.0936538475216972	4.986469716743652
-0.0936423675216972	5.018321142863998
-0.09363088752169721	5.000625906130472
-0.0936194075216972	4.9758525747035165
-0.09360792752169719	5.007704000823849
-0.0935964475216972	4.9758525747035165
-0.0935849675216972	4.9758525747035165
-0.0935734875216972	4.972313527356807
-0.0935620075216972	4.9652354326633965
-0.09355052752169721	4.982930669396922
-0.0935390475216972	4.97231352735681
-0.0935275675216972	4.975852574703515
-0.09351608752169721	4.982930669396924
-0.0935046075216972	4.97231352735681
-0.0934931275216972	4.993547811437041
-0.0934816475216972	4.97231352735681
-0.0934701675216972	4.9510792432765784
-0.0934586875216972	4.951079243276569
-0.0934472075216972	4.951079243276569
-0.09343572752169721	4.936923053889749
-0.0934242475216972	4.922766864502915
-0.0934127675216972	4.93692305388973
-0.0934012875216972	4.922766864502929
-0.0933898075216972	4.954618290623262
-0.0933783275216972	4.919227817156217
-0.0933668475216972	4.936923053889743
-0.09335536752169721	4.926305911849626
-0.0933438875216972	4.940462101236449
-0.09333240752169719	4.912149722462824
-0.09332092752169721	4.944001148583126
-0.0933094475216972	4.890915438382553
-0.0932979675216972	4.915688769809481
-0.0932864875216972	4.873220201649019
-0.0932750075216972	4.890915438382545
-0.0932635275216972	4.901532580422656
-0.0932520475216972	4.862603059608899
-0.09324056752169721	4.926305911849592
-0.0932290875216972	4.876759248995727
-0.0932176075216972	4.912149722462759
-0.0932061275216972	4.873220201649035
-0.0931946475216972	4.908610675116072
-0.0931831675216972	4.844907822875403
-0.0931716875216972	4.926305911849622
-0.09316020752169721	4.8413687755286965
-0.0931487275216972	4.876759248995727
-0.09313724752169719	4.837829728181977
-0.09312576752169721	4.86614210695558
-0.0931142875216972	4.851985917568779
-0.0931028075216972	4.873220201649013
-0.0930913275216972	4.859064012262192
-0.0930798475216972	4.890915438382539
-0.0930683675216972	4.859064012262205
-0.0930568875216972	4.887376391035847
-0.09304540752169721	4.851985917568811
-0.0930339275216972	4.844907822875365
-0.0930224475216972	4.86260305960888
-0.0930109675216972	4.841368775528668
-0.0929994875216972	4.862603059608889
-0.0929880075216972	4.827212586141854
-0.0929765275216972	4.876759248995727
-0.09296504752169721	4.841368775528674
