#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery
#Serial Number: SN:210244626787
#Date Time: 2025-11-05 14:46:40.748
#Sample rate: 1e+08Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 2 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 5 V/div Offset: 0 V Sample Mode: Average
#Channel 2: Range: 5 V/div Offset: 0 V Sample Mode: Average

Time (s),Channel 1 (V),Channel 2 (V)
-4.095631578947368e-05,-0.00666811130906482,0.6346822848860471
-4.094631578947368e-05,-0.05621477416296011,0.5579136775825405
-4.093631578947368e-05,-0.02436334804257471,0.582340052633699
-4.092631578947369e-05,0.02872236215797911,0.6765560706879169
-4.091631578947368e-05,0.0605737882783645,0.7323877850905101
-4.090631578947368e-05,0.07119093031848492,0.7323877850905101
-4.089631578947368e-05,0.06765188297177811,0.7323877850905101
-4.088631578947369e-05,0.03580045685143134,0.6940034814387742
-4.087631578947369e-05,0.01456617277117602,0.6591086599371628
-4.086631578947368e-05,-0.01728525334918524,0.6451507313365252
-4.085631578947368e-05,-0.00666811130906482,0.6346822848860471
-4.084631578947368e-05,0.003949030731063645,0.6416612491863786
-4.083631578947369e-05,0.02164426746458963,0.669577106387641
-4.082631578947368e-05,0.02164426746458963,0.7114508921895537
-4.081631578947368e-05,0.05703474093165769,0.7114508921895537
-4.080631578947368e-05,0.05349569358494283,0.7184298564898614
-4.079631578947369e-05,0.0358004568514249,0.6940034814387679
-4.078631578947368e-05,0.01810522011788282,0.6660876242374816
-4.077631578947368e-05,0.003949030731055598,0.6346822848860471
-4.076631578947368e-05,0.0004099833843552295,0.6346822848860503
-4.075631578947369e-05,0.01456617277116958,0.6416612491863627
-4.074631578947368e-05,0.03933950419812366,0.6835350349882786
-4.073631578947368e-05,0.04287855154483047,0.6870245171384379
-4.072631578947368e-05,0.05703474093165769,0.7114508921895537
-4.071631578947369e-05,0.0464175988915421,0.7044719278892382
-4.070631578947369e-05,0.02518331481129643,0.6800455528381192
-4.069631578947368e-05,0.003949030731055598,0.6556191777870034
-4.068631578947368e-05,0.003949030731055598,0.6451507313365252
-4.067631578947368e-05,0.01102712542447404,0.6311928027358988
-4.066631578947369e-05,0.02164426746458963,0.6556191777870034
-4.065631578947368e-05,0.01810522011788282,0.6870245171384379
-4.064631578947368e-05,0.0605737882783645,0.7184298564898725
-4.063631578947368e-05,0.02518331481129965,0.690513999288591
-4.062631578947369e-05,0.03226140950470683,0.6765560706879661
-4.061631578947368e-05,0.01456617277117602,0.669577106387641
-4.060631578947368e-05,0.01102712542446921,0.6416612491863659
-4.059631578947368e-05,0.003949030731065254,0.6416612491863722
-4.058631578947369e-05,0.02518331481128678,0.6556191777869971
-4.057631578947368e-05,0.01810522011788282,0.6835350349882786
-4.056631578947368e-05,0.03580045685141686,0.6940034814387568
-4.055631578947368e-05,0.05349569358495088,0.7079614100393943
-4.054631578947369e-05,0.02872236215801451,0.6940034814387631
-4.053631578947369e-05,0.03933950419812366,0.6870245171384379
-4.052631578947368e-05,0.02164426746458963,0.6625981420873223
-4.051631578947368e-05,0.01456617277117602,0.6556191777870034
-4.050631578947368e-05,0.01810522011788443,0.6521296956368473
-4.049631578947369e-05,0.02164426746458963,0.6591086599371628
-4.048631578947368e-05,0.03933950419812366,0.6730665885378004
-4.047631578947368e-05,0.04995664623824408,0.6835350349882786
-4.046631578947368e-05,0.04287855154482725,0.6940034814387568
-4.045631578947369e-05,0.03580045685141686,0.6940034814387568
-4.044631578947368e-05,0.02164426746458963,0.6765560706879598
-4.043631578947368e-05,0.01810522011788282,0.6660876242374816
-4.042631578947368e-05,0.02518331481128839,0.64515073133653
-4.041631578947369e-05,0.007488078077770452,0.6556191777869986
-4.040631578947368e-05,0.03933950419812366,0.669577106387641
-4.039631578947368e-05,0.02164426746458963,0.6905139992885974
-4.038631578947368e-05,0.0605737882783645,0.7149403743397131
-4.037631578947369e-05,0.01810522011790213,0.6905139992886085
-4.036631578947369e-05,0.04287855154483047,0.6940034814387568
-4.035631578947368e-05,0.02164426746458963,0.6556191777870034
-4.034631578947368e-05,0.02518331481129643,0.6730665885378004
-4.033631578947368e-05,0.0181052201178796,0.6695771063876442
-4.032631578947369e-05,0.01102712542446921,0.6765560706879598
-4.031631578947368e-05,0.02518331481129643,0.6730665885378004
-4.030631578947368e-05,0.02518331481129643,0.6800455528381192
-4.029631578947368e-05,0.03226140950470683,0.694003481438752
-4.028631578947369e-05,0.02518331481129643,0.6835350349882786
-4.027631578947368e-05,0.02518331481129643,0.669577106387641
-4.026631578947368e-05,0.01810522011788282,0.6905139992885974
-4.025631578947368e-05,-0.01728525334917236,0.6625981420873238
-4.024631578947369e-05,0.01102712542445633,0.66608762423748
-4.023631578947368e-05,0.01102712542446921,0.669577106387641
-4.022631578947368e-05,0.02164426746458963,0.6800455528381192
-4.021631578947368e-05,0.04641759889153727,0.6870245171384379
-4.020631578947369e-05,0.02872236215801129,0.7079614100393847
-4.019631578947368e-05,0.02872236215800324,0.6800455528381192
-4.018631578947368e-05,0.03226140950471005,0.6765560706879598
-4.017631578947368e-05,0.01102712542446921,0.6591086599371628
-4.016631578947369e-05,0.02518331481129,0.6625981420873207
-4.015631578947369e-05,0.01810522011788282,0.669577106387641
-4.014631578947368e-05,0.02518331481129643,0.6835350349882786
-4.013631578947368e-05,0.03226140950471005,0.6974929635889161
-4.012631578947368e-05,0.03933950419812205,0.6835350349882786
-4.011631578947369e-05,0.03580045685141686,0.6835350349882786
-4.010631578947368e-05,0.02518331481129643,0.6730665885378004
-4.009631578947368e-05,0.02518331481129643,0.669577106387641
-4.008631578947368e-05,0.01456617277118085,0.662598142087327
-4.007631578947369e-05,0.02518331481129161,0.6730665885377957
-4.006631578947368e-05,0.02164426746458963,0.6625981420873223
-4.005631578947368e-05,0.02518331481129643,0.6974929635889161
-4.004631578947368e-05,0.04287855154483208,0.6905139992885878
-4.003631578947369e-05,0.04641759889153566,0.6695771063876506
-4.002631578947368e-05,0.01456617277117602,0.669577106387641
-4.001631578947368e-05,0.02518331481129643,0.6730665885378004
-4.000631578947368e-05,0.03226140950471005,0.6730665885378004
-3.999631578947369e-05,0.01810522011788926,0.6660876242374848
-3.998631578947369e-05,0.01810522011788282,0.6730665885378004
-3.997631578947368e-05,0.02872236215800324,0.6556191777870034
-3.996631578947368e-05,0.04287855154483047,0.6835350349882786
-3.995631578947368e-05,0.04287855154482403,0.6800455528381224
-3.994631578947369e-05,0.02872236215800324,0.6870245171384379
-3.993631578947368e-05,0.03226140950471005,0.6765560706879598
-3.992631578947368e-05,0.01456617277117602,0.6730665885378004
-3.991631578947368e-05,0.0287223621579952,0.6835350349882707
-3.990631578947369e-05,0.01102712542447725,0.6660876242374895
-3.989631578947368e-05,0.01456617277117602,0.6730665885378004
-3.988631578947368e-05,0.003949030731055598,0.6870245171384379
-3.987631578947368e-05,0.04995664623822799,0.680045552838116
-3.986631578947369e-05,0.01456617277119211,0.6730665885378037
-3.985631578947368e-05,0.03580045685141686,0.6870245171384379
-3.984631578947368e-05,0.01456617277117602,0.669577106387641
-3.983631578947368e-05,0.02872236215800324,0.6730665885378004
-3.982631578947369e-05,0.01810522011788765,0.6765560706879582
-3.981631578947369e-05,0.007488078077762405,0.6974929635889161
-3.980631578947368e-05,0.02164426746458963,0.669577106387641
-3.979631578947368e-05,0.01810522011788282,0.6730665885378004
-3.978631578947368e-05,0.02164426746458641,0.6730665885377926
-3.977631578947369e-05,0.01456617277117602,0.6556191777870034
-3.976631578947368e-05,0.03933950419812366,0.6625981420873223
-3.975631578947368e-05,0.01102712542446921,0.6625981420873223
-3.974631578947368e-05,0.003949030731058817,0.6486402134866958
-3.973631578947369e-05,0.01102712542446599,0.6730665885377893
-3.972631578947368e-05,0.01456617277117602,0.6730665885378004
-3.971631578947368e-05,0.03226140950471005,0.6660876242374816
